event_id_cnty,event_date,event_type,sub_event_type,latitude,longitude,geo_precision,fatalities
UKR186948,10/4/2024,Battles,Armed clash,50.2908,36.9411,2,10
UKR186959,10/4/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR186960,10/4/2024,Battles,Armed clash,48.3934,37.8453,2,0
UKR186963,10/4/2024,Battles,Armed clash,48.1478,37.2977,2,0
UKR186967,10/4/2024,Battles,Armed clash,50.2405,36.7931,2,11
UKR186968,10/4/2024,Battles,Armed clash,50.3086,37.0117,2,10
UKR186969,10/4/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186970,10/4/2024,Battles,Armed clash,50.0984,37.3589,2,0
UKR186971,10/4/2024,Battles,Armed clash,49.5693,37.8295,2,0
UKR186972,10/4/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR186973,10/4/2024,Battles,Armed clash,49.209,37.5947,2,0
UKR186974,10/4/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR186975,10/4/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR186976,10/4/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186977,10/4/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR186978,10/4/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR186979,10/4/2024,Battles,Armed clash,48.5365,37.827,2,0
UKR186980,10/4/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR186981,10/4/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR186982,10/4/2024,Battles,Armed clash,48.3943,37.7901,2,0
UKR186983,10/4/2024,Battles,Armed clash,48.2501,37.3301,2,0
UKR186984,10/4/2024,Battles,Armed clash,48.2246,37.2648,2,0
UKR186985,10/4/2024,Battles,Armed clash,48.0842,37.3166,1,0
UKR186986,10/4/2024,Battles,Armed clash,47.9935,37.4014,2,0
UKR186987,10/4/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR186988,10/4/2024,Battles,Armed clash,47.8815,37.357,2,0
UKR186989,10/4/2024,Battles,Armed clash,47.8659,37.4083,2,0
UKR186990,10/4/2024,Battles,Armed clash,47.8601,37.2135,2,0
UKR186991,10/4/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR186992,10/4/2024,Battles,Armed clash,47.5479,35.553,2,0
UKR186993,10/4/2024,Battles,Armed clash,47.5424,35.3662,2,0
UKR186997,10/4/2024,Battles,Armed clash,50.2037,36.4077,2,4
UKR187000,10/4/2024,Battles,Armed clash,49.0173,37.9613,2,2
UKR187052,10/4/2024,Battles,Armed clash,46.6558,32.6178,3,25
UKR187099,10/4/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR187100,10/4/2024,Battles,Armed clash,50.255,36.425,2,0
UKR187103,10/4/2024,Battles,Armed clash,48.3319,37.8358,2,0
UKR187106,10/4/2024,Battles,Non-state actor overtakes territory,48.0591,37.417,1,0
UKR186793,10/3/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186794,10/3/2024,Battles,Armed clash,49.7162,37.7171,2,0
UKR186795,10/3/2024,Battles,Armed clash,49.6603,37.6987,2,0
UKR186796,10/3/2024,Battles,Armed clash,49.5693,37.8295,2,0
UKR186797,10/3/2024,Battles,Armed clash,49.741,37.913,2,0
UKR186798,10/3/2024,Battles,Armed clash,49.4069,37.8589,2,0
UKR186799,10/3/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR186800,10/3/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186801,10/3/2024,Battles,Armed clash,49.0173,37.9613,2,0
UKR186802,10/3/2024,Battles,Armed clash,48.9207,38.0425,2,0
UKR186805,10/3/2024,Battles,Armed clash,48.8082,38.2588,2,0
UKR186806,10/3/2024,Battles,Armed clash,48.8177,37.5544,2,0
UKR186807,10/3/2024,Battles,Armed clash,48.4837,37.8688,2,0
UKR186808,10/3/2024,Battles,Armed clash,48.5365,37.827,2,0
UKR186809,10/3/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR186810,10/3/2024,Battles,Armed clash,48.3934,37.8453,2,0
UKR186813,10/3/2024,Battles,Armed clash,48.3225,37.7604,2,0
UKR186814,10/3/2024,Battles,Armed clash,48.0565,37.3718,2,17
UKR186815,10/3/2024,Battles,Armed clash,48.2889,37.4132,2,17
UKR186816,10/3/2024,Battles,Armed clash,48.2323,37.3382,2,17
UKR186819,10/3/2024,Battles,Armed clash,48.2797,37.559,2,17
UKR186820,10/3/2024,Battles,Armed clash,48.0842,37.3166,2,17
UKR186821,10/3/2024,Battles,Armed clash,47.9636,37.4383,2,17
UKR186822,10/3/2024,Battles,Armed clash,47.899,37.2175,2,17
UKR186823,10/3/2024,Battles,Armed clash,47.8755,37.3454,2,17
UKR186824,10/3/2024,Battles,Armed clash,47.8659,37.4083,2,17
UKR186825,10/3/2024,Battles,Armed clash,47.9749,37.3933,1,17
UKR186826,10/3/2024,Battles,Armed clash,47.8601,37.2135,2,0
UKR186827,10/3/2024,Battles,Armed clash,47.5242,35.8235,2,0
UKR186828,10/3/2024,Battles,Armed clash,47.5424,35.3662,2,0
UKR186829,10/3/2024,Battles,Armed clash,50.2908,36.9411,2,55
UKR186830,10/3/2024,Battles,Armed clash,50.2405,36.7931,2,55
UKR186832,10/3/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR186833,10/3/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR186834,10/3/2024,Battles,Armed clash,48.4136,37.8798,2,0
UKR186835,10/3/2024,Battles,Armed clash,48.2691,37.3179,2,17
UKR186836,10/3/2024,Battles,Armed clash,48.3034,37.5167,2,17
UKR186837,10/3/2024,Battles,Armed clash,47.8815,37.357,2,17
UKR186843,10/3/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR186844,10/3/2024,Battles,Armed clash,48.2959,37.2704,2,17
UKR186845,10/3/2024,Battles,Armed clash,48.4082,37.1795,2,17
UKR186848,10/3/2024,Battles,Armed clash,49.5713,37.7169,2,0
UKR186893,10/3/2024,Battles,Armed clash,48.2053,37.3388,2,17
UKR186894,10/3/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR186895,10/3/2024,Battles,Armed clash,47.5479,35.553,2,0
UKR186899,10/3/2024,Battles,Armed clash,46.6558,32.6178,3,37
UKR186900,10/3/2024,Battles,Armed clash,46.6558,32.6178,3,16
UKR186934,10/3/2024,Battles,Armed clash,48.2419,37.3372,2,16
UKR186626,10/2/2024,Battles,Armed clash,50.2908,36.9411,2,2
UKR186631,10/2/2024,Battles,Armed clash,49.9758,37.1758,2,1
UKR186637,10/2/2024,Battles,Armed clash,48.4098,37.9104,2,2
UKR186638,10/2/2024,Battles,Armed clash,48.7306,37.5816,2,1
UKR186639,10/2/2024,Battles,Armed clash,48.3934,37.8453,2,2
UKR186640,10/2/2024,Battles,Armed clash,47.8601,37.2135,2,0
UKR186645,10/2/2024,Battles,Armed clash,47.5325,35.8978,2,2
UKR186647,10/2/2024,Battles,Armed clash,46.7845,33.3377,2,2
UKR186648,10/2/2024,Battles,Armed clash,50.3086,37.0117,2,0
UKR186649,10/2/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186650,10/2/2024,Battles,Armed clash,49.5693,37.8295,2,0
UKR186651,10/2/2024,Battles,Armed clash,49.242,37.8105,2,0
UKR186652,10/2/2024,Battles,Armed clash,49.656,37.7813,2,0
UKR186653,10/2/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR186654,10/2/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR186655,10/2/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR186656,10/2/2024,Battles,Armed clash,49.1581,37.9749,2,1
UKR186657,10/2/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186658,10/2/2024,Battles,Armed clash,49.0173,37.9613,2,1
UKR186659,10/2/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR186660,10/2/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR186661,10/2/2024,Battles,Armed clash,48.4837,37.8688,2,1
UKR186662,10/2/2024,Battles,Armed clash,48.4262,37.8761,2,0
UKR186663,10/2/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR186664,10/2/2024,Battles,Armed clash,48.3943,37.7901,2,0
UKR186665,10/2/2024,Battles,Armed clash,48.3034,37.5167,2,0
UKR186666,10/2/2024,Battles,Armed clash,48.2889,37.4132,2,0
UKR186667,10/2/2024,Battles,Armed clash,47.83,36.6237,2,0
UKR186668,10/2/2024,Battles,Armed clash,48.2419,37.3372,2,2
UKR186669,10/2/2024,Battles,Armed clash,48.2323,37.3382,2,0
UKR186670,10/2/2024,Battles,Armed clash,48.2501,37.3301,2,0
UKR186671,10/2/2024,Battles,Armed clash,48.2986,37.3804,2,0
UKR186672,10/2/2024,Battles,Armed clash,48.2053,37.3388,2,0
UKR186673,10/2/2024,Battles,Armed clash,48.1478,37.2977,2,0
UKR186674,10/2/2024,Battles,Armed clash,47.9836,37.2823,2,0
UKR186675,10/2/2024,Battles,Armed clash,47.8659,37.4083,2,0
UKR186676,10/2/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR186677,10/2/2024,Battles,Armed clash,48.0842,37.3166,2,0
UKR186678,10/2/2024,Battles,Armed clash,48.0591,37.417,2,0
UKR186679,10/2/2024,Battles,Armed clash,47.5424,35.3662,2,0
UKR186693,10/2/2024,Battles,Armed clash,50.2305,36.3402,2,3
UKR186694,10/2/2024,Battles,Armed clash,50.2037,36.4077,2,3
UKR186695,10/2/2024,Battles,Armed clash,49.7106,37.6152,2,2
UKR186696,10/2/2024,Battles,Armed clash,49.6193,37.7098,2,2
UKR186697,10/2/2024,Battles,Armed clash,49.5204,37.7208,2,1
UKR186698,10/2/2024,Battles,Armed clash,48.8894,36.3176,2,1
UKR186699,10/2/2024,Battles,Armed clash,48.9211,38.1276,2,1
UKR186700,10/2/2024,Battles,Armed clash,48.8726,38.096,2,1
UKR186701,10/2/2024,Battles,Armed clash,48.5365,37.827,2,1
UKR186702,10/2/2024,Battles,Armed clash,48.6132,37.7142,2,1
UKR186703,10/2/2024,Battles,Armed clash,48.5234,37.8121,2,1
UKR186704,10/2/2024,Battles,Armed clash,47.9749,37.3933,2,1
UKR186705,10/2/2024,Battles,Armed clash,47.8755,37.3454,2,1
UKR186706,10/2/2024,Battles,Armed clash,48.3225,37.7604,2,1
UKR186707,10/2/2024,Battles,Armed clash,48.2629,37.3789,2,1
UKR186708,10/2/2024,Battles,Armed clash,48.0565,37.3718,2,2
UKR186709,10/2/2024,Battles,Armed clash,48.4615,37.0852,2,2
UKR186710,10/2/2024,Battles,Armed clash,47.7943,36.9905,2,2
UKR186711,10/2/2024,Battles,Armed clash,47.8453,36.8353,2,3
UKR186712,10/2/2024,Battles,Armed clash,47.7457,36.5958,2,3
UKR186713,10/2/2024,Battles,Armed clash,47.4951,35.6802,2,2
UKR186714,10/2/2024,Battles,Armed clash,47.0245,33.3839,2,2
UKR186715,10/2/2024,Battles,Armed clash,46.5634,32.3478,2,2
UKR186716,10/2/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR186717,10/2/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR186718,10/2/2024,Battles,Armed clash,49.4069,37.8589,2,0
UKR186719,10/2/2024,Battles,Armed clash,49.5713,37.7169,2,0
UKR186720,10/2/2024,Battles,Armed clash,49.5858,37.7083,2,0
UKR186721,10/2/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR186722,10/2/2024,Battles,Armed clash,48.3035,37.4493,2,0
UKR186723,10/2/2024,Battles,Armed clash,48.2246,37.2648,2,0
UKR186724,10/2/2024,Battles,Armed clash,47.5242,35.8235,2,0
UKR186773,10/2/2024,Battles,Armed clash,46.6558,32.6178,3,16
UKR186774,10/2/2024,Battles,Armed clash,50.255,36.425,2,0
UKR186461,10/1/2024,Battles,Armed clash,50.2908,36.9411,2,26
UKR186462,10/1/2024,Battles,Armed clash,50.2405,36.7931,2,22
UKR186463,10/1/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186464,10/1/2024,Battles,Armed clash,49.6193,37.7098,2,0
UKR186465,10/1/2024,Battles,Armed clash,49.6603,37.6987,2,0
UKR186466,10/1/2024,Battles,Armed clash,50.0984,37.3589,2,0
UKR186467,10/1/2024,Battles,Armed clash,48.6783,39.6891,2,0
UKR186468,10/1/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR186469,10/1/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR186470,10/1/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR186471,10/1/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186472,10/1/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR186473,10/1/2024,Battles,Armed clash,48.5869,37.8324,2,5
UKR186474,10/1/2024,Battles,Armed clash,48.6419,37.8589,2,0
UKR186475,10/1/2024,Battles,Armed clash,48.5365,37.827,2,0
UKR186476,10/1/2024,Battles,Armed clash,48.3934,37.8453,2,0
UKR186477,10/1/2024,Battles,Armed clash,48.3943,37.7901,2,3
UKR186478,10/1/2024,Battles,Armed clash,48.2246,37.2648,2,21
UKR186479,10/1/2024,Battles,Armed clash,48.1478,37.2977,2,0
UKR186481,10/1/2024,Battles,Armed clash,48.0842,37.3166,2,0
UKR186482,10/1/2024,Battles,Armed clash,48.0565,37.3718,2,0
UKR186483,10/1/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR186484,10/1/2024,Battles,Armed clash,47.8659,37.4083,2,5
UKR186485,10/1/2024,Battles,Armed clash,47.8755,37.3454,2,0
UKR186486,10/1/2024,Battles,Armed clash,47.8601,37.2135,2,0
UKR186490,10/1/2024,Battles,Armed clash,47.5479,35.553,2,0
UKR186491,10/1/2024,Battles,Armed clash,47.5242,35.8235,2,0
UKR186493,10/1/2024,Battles,Armed clash,49.5858,37.7083,2,0
UKR186494,10/1/2024,Battles,Armed clash,49.5204,37.7208,2,3
UKR186495,10/1/2024,Battles,Armed clash,48.2986,37.3804,2,20
UKR186496,10/1/2024,Battles,Armed clash,48.3035,37.4493,2,20
UKR186497,10/1/2024,Battles,Armed clash,47.5424,35.3662,2,0
UKR186499,10/1/2024,Battles,Armed clash,50.2037,36.4077,2,3
UKR186509,10/1/2024,Battles,Armed clash,49.4069,37.8589,2,0
UKR186510,10/1/2024,Battles,Armed clash,48.0464,37.9693,2,0
UKR186511,10/1/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR186512,10/1/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR186513,10/1/2024,Battles,Armed clash,48.6255,37.7775,2,0
UKR186514,10/1/2024,Battles,Armed clash,48.6535,37.7907,2,0
UKR186515,10/1/2024,Battles,Armed clash,48.3034,37.5167,2,0
UKR186516,10/1/2024,Battles,Armed clash,48.2419,37.3372,2,0
UKR186517,10/1/2024,Battles,Armed clash,48.2053,37.3388,2,0
UKR186522,10/1/2024,Battles,Armed clash,50.2989,37.0333,2,3
UKR186523,10/1/2024,Battles,Armed clash,49.7106,37.6152,2,2
UKR186524,10/1/2024,Battles,Armed clash,49.4739,37.6837,2,2
UKR186525,10/1/2024,Battles,Armed clash,48.3088,37.234,2,3
UKR186526,10/1/2024,Battles,Armed clash,48.2816,37.7747,2,2
UKR186527,10/1/2024,Battles,Armed clash,47.9836,37.2823,2,2
UKR186528,10/1/2024,Battles,Armed clash,48.4615,37.0852,2,10
UKR186529,10/1/2024,Battles,Armed clash,47.5325,35.8978,2,5
UKR186571,10/1/2024,Battles,Armed clash,46.6558,32.6178,3,10
UKR186601,10/1/2024,Battles,Armed clash,50.3086,37.0117,2,0
UKR186602,10/1/2024,Battles,Armed clash,50.2521,36.8229,2,0
UKR186603,10/1/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR186604,10/1/2024,Battles,Armed clash,49.0005,38.1123,2,0
UKR186605,10/1/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR186606,10/1/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR186607,10/1/2024,Battles,Armed clash,48.3718,37.8884,2,0
UKR186608,10/1/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR186609,10/1/2024,Battles,Armed clash,48.3319,37.8358,2,0
UKR186610,10/1/2024,Battles,Armed clash,48.2889,37.4132,2,0
UKR186611,10/1/2024,Battles,Armed clash,48.1366,37.376,2,0
UKR186612,10/1/2024,Battles,Armed clash,47.7943,36.9905,2,0
UKR186616,10/1/2024,Battles,Non-state actor overtakes territory,47.7789,37.2481,1,0
UKR182772,9/30/2024,Battles,Non-state actor overtakes territory,48.2323,37.3382,1,0
UKR186291,9/30/2024,Battles,Armed clash,50.2521,36.8229,2,0
UKR186292,9/30/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR186293,9/30/2024,Battles,Armed clash,50.2908,36.9411,2,4
UKR186294,9/30/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186295,9/30/2024,Battles,Armed clash,49.6193,37.7098,2,0
UKR186296,9/30/2024,Battles,Armed clash,49.5858,37.7083,2,0
UKR186297,9/30/2024,Battles,Armed clash,49.5204,37.7208,2,0
UKR186298,9/30/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR186299,9/30/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR186300,9/30/2024,Battles,Armed clash,49.1581,37.9749,2,3
UKR186301,9/30/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186302,9/30/2024,Battles,Armed clash,48.9161,37.8541,2,0
UKR186303,9/30/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR186304,9/30/2024,Battles,Armed clash,48.9259,38.1858,2,0
UKR186305,9/30/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR186306,9/30/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR186308,9/30/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR186309,9/30/2024,Battles,Armed clash,48.3934,37.8453,2,2
UKR186310,9/30/2024,Battles,Armed clash,48.3718,37.8884,2,0
UKR186311,9/30/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR186312,9/30/2024,Battles,Armed clash,48.3943,37.7901,2,0
UKR186314,9/30/2024,Battles,Armed clash,48.2889,37.4132,2,14
UKR186315,9/30/2024,Battles,Armed clash,48.744,38.0521,2,16
UKR186316,9/30/2024,Battles,Armed clash,48.1478,37.2977,2,16
UKR186317,9/30/2024,Battles,Armed clash,48.7437,37.2714,2,13
UKR186318,9/30/2024,Battles,Armed clash,47.9636,37.4383,2,10
UKR186319,9/30/2024,Battles,Armed clash,47.8659,37.4083,2,12
UKR186320,9/30/2024,Battles,Armed clash,47.8755,37.3454,2,10
UKR186321,9/30/2024,Battles,Armed clash,48.22,37.1453,2,1
UKR186322,9/30/2024,Battles,Armed clash,47.7789,37.2481,2,0
UKR186323,9/30/2024,Battles,Armed clash,47.8601,37.2135,2,4
UKR186324,9/30/2024,Battles,Armed clash,47.7943,36.9905,2,3
UKR186331,9/30/2024,Battles,Armed clash,50.3086,37.0117,2,0
UKR186332,9/30/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR186333,9/30/2024,Battles,Armed clash,48.2053,37.3388,2,13
UKR186334,9/30/2024,Battles,Armed clash,48.2246,37.2648,2,14
UKR186335,9/30/2024,Battles,Armed clash,48.2986,37.3804,2,13
UKR186336,9/30/2024,Battles,Armed clash,48.3034,37.5167,2,13
UKR186337,9/30/2024,Battles,Armed clash,48.3225,37.7604,2,14
UKR186338,9/30/2024,Battles,Armed clash,47.9836,37.2823,2,10
UKR186339,9/30/2024,Battles,Armed clash,48.0842,37.3166,2,10
UKR186348,9/30/2024,Battles,Armed clash,47.972,36.9995,2,2
UKR186355,9/30/2024,Battles,Armed clash,50.2037,36.4077,2,3
UKR186356,9/30/2024,Battles,Armed clash,50.2989,37.0333,2,3
UKR186357,9/30/2024,Battles,Armed clash,49.0484,37.8349,2,3
UKR186358,9/30/2024,Battles,Armed clash,48.9322,37.9425,2,2
UKR186359,9/30/2024,Battles,Armed clash,48.8894,36.3176,2,2
UKR186360,9/30/2024,Battles,Armed clash,48.7672,38.0457,2,2
UKR186361,9/30/2024,Battles,Armed clash,48.7007,37.9458,2,2
UKR186362,9/30/2024,Battles,Armed clash,48.6255,37.7775,2,2
UKR186363,9/30/2024,Battles,Armed clash,48.4098,37.9104,2,1
UKR186364,9/30/2024,Battles,Armed clash,47.7868,36.7004,2,3
UKR186365,9/30/2024,Battles,Armed clash,46.6558,32.6178,2,3
UKR186401,9/30/2024,Battles,Armed clash,46.6558,32.6178,3,10
UKR186440,9/30/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR186441,9/30/2024,Battles,Armed clash,47.9935,37.4014,2,0
UKR186442,9/30/2024,Battles,Armed clash,48.2816,37.7747,2,0
UKR186444,9/30/2024,Battles,Armed clash,50.255,36.425,2,0
UKR186445,9/30/2024,Battles,Armed clash,46.6558,32.6178,3,64
UKR186448,9/30/2024,Battles,Non-state actor overtakes territory,49.4069,37.8589,1,0
UKR186449,9/30/2024,Battles,Non-state actor overtakes territory,49.4233,37.903,1,0
UKR186086,9/29/2024,Battles,Armed clash,50.2908,36.9411,2,3
UKR186096,9/29/2024,Battles,Armed clash,48.5869,37.8324,2,1
UKR186099,9/29/2024,Battles,Armed clash,49.1819,37.8649,2,0
UKR186100,9/29/2024,Battles,Armed clash,48.3934,37.8453,2,1
UKR186102,9/29/2024,Battles,Armed clash,48.5333,37.7166,2,1
UKR186105,9/29/2024,Battles,Armed clash,47.7868,36.7004,2,4
UKR186106,9/29/2024,Battles,Armed clash,47.7943,36.9905,2,3
UKR186111,9/29/2024,Battles,Armed clash,47.8601,37.2135,2,3
UKR186117,9/29/2024,Battles,Armed clash,49.4069,37.8589,2,0
UKR186118,9/29/2024,Battles,Armed clash,49.7182,37.6713,2,0
UKR186119,9/29/2024,Battles,Armed clash,49.5204,37.7208,2,0
UKR186120,9/29/2024,Battles,Armed clash,49.6193,37.7098,2,0
UKR186121,9/29/2024,Battles,Armed clash,49.4663,37.8039,2,0
UKR186122,9/29/2024,Battles,Armed clash,49.0194,37.9208,2,0
UKR186123,9/29/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR186124,9/29/2024,Battles,Armed clash,49.1581,37.9749,2,2
UKR186125,9/29/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR186126,9/29/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR186127,9/29/2024,Battles,Armed clash,48.3943,37.7901,2,0
UKR186128,9/29/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR186129,9/29/2024,Battles,Armed clash,48.3034,37.5167,2,13
UKR186130,9/29/2024,Battles,Armed clash,48.2889,37.4132,2,13
UKR186131,9/29/2024,Battles,Armed clash,48.2986,37.3804,2,13
UKR186132,9/29/2024,Battles,Armed clash,48.2501,37.3301,2,14
UKR186133,9/29/2024,Battles,Armed clash,48.2246,37.2648,2,14
UKR186134,9/29/2024,Battles,Armed clash,48.1478,37.2977,2,14
UKR186135,9/29/2024,Battles,Armed clash,47.83,36.6237,2,12
UKR186136,9/29/2024,Battles,Armed clash,48.2323,37.3382,2,12
UKR186137,9/29/2024,Battles,Armed clash,48.2259,37.3678,2,12
UKR186138,9/29/2024,Battles,Armed clash,48.0842,37.3166,2,1
UKR186139,9/29/2024,Battles,Armed clash,48.2816,37.7747,2,0
UKR186140,9/29/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR186141,9/29/2024,Battles,Armed clash,47.7789,37.2481,2,0
UKR186142,9/29/2024,Battles,Armed clash,48.3035,37.4493,2,0
UKR186143,9/29/2024,Battles,Armed clash,47.5242,35.8235,2,0
UKR186224,9/29/2024,Battles,Armed clash,48.2053,37.3388,2,0
UKR186225,9/29/2024,Battles,Armed clash,50.2521,36.8229,2,0
UKR186226,9/29/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR186227,9/29/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR186228,9/29/2024,Battles,Armed clash,49.5858,37.7083,2,0
UKR186229,9/29/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR186230,9/29/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR186231,9/29/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186232,9/29/2024,Battles,Armed clash,48.9259,38.1858,2,0
UKR186233,9/29/2024,Battles,Armed clash,48.3718,37.8884,2,0
UKR186234,9/29/2024,Battles,Armed clash,47.9935,37.4014,2,0
UKR186235,9/29/2024,Battles,Armed clash,47.8265,37.3127,2,0
UKR186274,9/29/2024,Battles,Non-state actor overtakes territory,48.1811,37.3484,1,0
UKR185899,9/28/2024,Battles,Armed clash,50.3086,37.0117,2,0
UKR185901,9/28/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR185902,9/28/2024,Battles,Armed clash,49.4663,37.8039,2,0
UKR185903,9/28/2024,Battles,Armed clash,49.5959,37.8752,2,0
UKR185904,9/28/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR185905,9/28/2024,Battles,Armed clash,48.6181,36.4083,2,0
UKR185906,9/28/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR185907,9/28/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR185908,9/28/2024,Battles,Armed clash,49.2265,37.9863,2,2
UKR185909,9/28/2024,Battles,Armed clash,49.0173,37.9613,2,2
UKR185910,9/28/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR185911,9/28/2024,Battles,Armed clash,48.9259,38.2467,2,0
UKR185912,9/28/2024,Battles,Armed clash,48.8726,38.096,2,5
UKR185913,9/28/2024,Battles,Armed clash,48.8548,38.2707,2,0
UKR185914,9/28/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR185915,9/28/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR185916,9/28/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR185917,9/28/2024,Battles,Armed clash,48.4684,37.9567,2,0
UKR185918,9/28/2024,Battles,Armed clash,48.3934,37.8453,2,0
UKR185919,9/28/2024,Battles,Armed clash,48.3943,37.7901,2,0
UKR185920,9/28/2024,Battles,Armed clash,48.3515,37.837,2,0
UKR185921,9/28/2024,Battles,Armed clash,48.1478,37.2977,2,0
UKR185922,9/28/2024,Battles,Armed clash,48.1849,37.3889,2,0
UKR185923,9/28/2024,Battles,Armed clash,48.2889,37.4132,2,0
UKR185924,9/28/2024,Battles,Armed clash,48.1811,37.3484,2,0
UKR185925,9/28/2024,Battles,Armed clash,48.0842,37.3166,2,0
UKR185926,9/28/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR185927,9/28/2024,Battles,Armed clash,47.8755,37.3454,2,0
UKR185928,9/28/2024,Battles,Armed clash,48.0565,37.3718,2,1
UKR185929,9/28/2024,Battles,Armed clash,47.7789,37.2481,2,0
UKR185930,9/28/2024,Battles,Armed clash,47.8265,37.3127,2,0
UKR185931,9/28/2024,Battles,Armed clash,47.7788,37.0753,2,0
UKR185938,9/28/2024,Battles,Armed clash,47.4478,35.837,1,0
UKR185943,9/28/2024,Battles,Armed clash,49.5858,37.7083,1,0
UKR186000,9/28/2024,Battles,Armed clash,50.2908,36.9411,2,5
UKR186060,9/28/2024,Battles,Armed clash,48.2053,37.3388,2,0
UKR186061,9/28/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR186062,9/28/2024,Battles,Armed clash,49.5204,37.7208,2,0
UKR186063,9/28/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR186064,9/28/2024,Battles,Armed clash,49.0194,37.9208,2,0
UKR186065,9/28/2024,Battles,Armed clash,49.656,37.7813,2,0
UKR186066,9/28/2024,Battles,Armed clash,48.5234,37.8121,2,0
UKR186067,9/28/2024,Battles,Armed clash,48.5365,37.827,2,0
