event_id_cnty,event_date,event_type,sub_event_type,latitude,longitude,geo_precision,fatalities
UKR161919,6/7/2024,Battles,Armed clash,48.006,37.5097,2,0
UKR161921,6/7/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161922,6/7/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161923,6/7/2024,Battles,Armed clash,49.1267,37.9703,2,0
UKR161924,6/7/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161925,6/7/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161927,6/7/2024,Battles,Armed clash,48.1784,37.6297,2,3
UKR161928,6/7/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR161929,6/7/2024,Battles,Armed clash,48.8726,38.096,2,0
UKR161930,6/7/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161931,6/7/2024,Battles,Armed clash,47.7894,37.4909,2,0
UKR161932,6/7/2024,Battles,Armed clash,47.7528,36.7957,2,0
UKR161933,6/7/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161935,6/7/2024,Battles,Armed clash,49.0173,37.9613,2,0
UKR161937,6/7/2024,Battles,Armed clash,47.7531,36.8184,2,10
UKR161939,6/7/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161942,6/7/2024,Battles,Armed clash,48.2332,37.529,2,4
UKR161943,6/7/2024,Battles,Armed clash,48.7007,37.9458,2,2
UKR162824,6/7/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162825,6/7/2024,Battles,Armed clash,50.3629,36.2239,2,5
UKR162826,6/7/2024,Battles,Armed clash,49.5804,36.8976,2,0
UKR162827,6/7/2024,Battles,Armed clash,50.3629,36.0317,2,5
UKR162832,6/7/2024,Battles,Armed clash,49.7162,37.7171,2,3
UKR162833,6/7/2024,Battles,Armed clash,49.656,37.7813,2,0
UKR162834,6/7/2024,Battles,Armed clash,49.7634,37.7053,2,3
UKR162838,6/7/2024,Battles,Armed clash,50.2908,36.9411,2,136
UKR163461,6/7/2024,Battles,Armed clash,49.0005,38.1123,2,2
UKR163462,6/7/2024,Battles,Armed clash,49.245,37.9205,2,0
UKR163464,6/7/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR163465,6/7/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163466,6/7/2024,Battles,Armed clash,49.4689,37.9059,2,2
UKR163906,6/7/2024,Battles,Armed clash,47.4569,35.7258,2,0
UKR163907,6/7/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163908,6/7/2024,Battles,Armed clash,47.4198,35.8323,2,0
UKR163909,6/7/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR161915,6/7/2024,Battles,Armed clash,48.1393,37.4412,2,2
UKR161936,6/7/2024,Battles,Armed clash,48.1544,37.5653,2,3
UKR161940,6/7/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR161916,6/7/2024,Battles,Armed clash,48.1117,37.4908,2,0
UKR179026,6/7/2024,Battles,Armed clash,50.255,36.425,2,0
UKR179411,6/7/2024,Battles,Armed clash,46.6558,32.6178,3,18
UKR180102,6/7/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR163460,6/7/2024,Battles,Armed clash,49.4233,37.903,2,0
UKR161867,6/6/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161868,6/6/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR161869,6/6/2024,Battles,Armed clash,48.5869,37.8324,2,1
UKR161874,6/6/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR161875,6/6/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161878,6/6/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161879,6/6/2024,Battles,Armed clash,48.006,37.5097,2,0
UKR161882,6/6/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161885,6/6/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161887,6/6/2024,Battles,Armed clash,48.2443,37.4938,2,0
UKR161888,6/6/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161889,6/6/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR161890,6/6/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161891,6/6/2024,Battles,Armed clash,47.7528,36.7957,2,0
UKR161892,6/6/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161894,6/6/2024,Battles,Armed clash,47.7531,36.8184,2,0
UKR161895,6/6/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR161896,6/6/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161897,6/6/2024,Battles,Armed clash,49.0708,37.9546,2,0
UKR161899,6/6/2024,Battles,Armed clash,48.2332,37.529,2,0
UKR162814,6/6/2024,Battles,Armed clash,49.3142,37.8493,2,0
UKR162815,6/6/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162816,6/6/2024,Battles,Non-state actor overtakes territory,49.6608,37.8915,1,0
UKR162817,6/6/2024,Battles,Armed clash,49.7162,37.7171,2,0
UKR162818,6/6/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR162819,6/6/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR162820,6/6/2024,Battles,Armed clash,49.7926,37.7619,2,0
UKR162821,6/6/2024,Battles,Armed clash,50.2908,36.9411,2,0
UKR163458,6/6/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163459,6/6/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR163899,6/6/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163900,6/6/2024,Battles,Armed clash,47.7807,36.6353,2,0
UKR163901,6/6/2024,Battles,Armed clash,47.7271,36.6736,2,0
UKR163902,6/6/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR163903,6/6/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR161876,6/6/2024,Battles,Armed clash,48.1393,37.4412,2,0
UKR161883,6/6/2024,Battles,Armed clash,48.2042,37.564,2,0
UKR161884,6/6/2024,Battles,Armed clash,48.1966,37.5296,2,0
UKR161893,6/6/2024,Battles,Armed clash,48.1544,37.5653,2,0
UKR161898,6/6/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR161877,6/6/2024,Battles,Armed clash,48.1117,37.4908,2,0
UKR179408,6/6/2024,Battles,Armed clash,46.6558,32.6178,3,145
UKR179409,6/6/2024,Battles,Armed clash,46.6558,32.6178,3,38
UKR179410,6/6/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163457,6/6/2024,Battles,Armed clash,49.4398,37.9069,2,0
UKR161820,6/5/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161823,6/5/2024,Battles,Armed clash,48.4837,37.8688,2,0
UKR161824,6/5/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR161831,6/5/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR161832,6/5/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161835,6/5/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161838,6/5/2024,Battles,Armed clash,48.006,37.5097,2,0
UKR161845,6/5/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161848,6/5/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161851,6/5/2024,Battles,Armed clash,48.2443,37.4938,2,0
UKR161853,6/5/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161855,6/5/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161858,6/5/2024,Battles,Armed clash,47.7531,36.8184,2,3
UKR161859,6/5/2024,Battles,Armed clash,48.859,38.1962,2,3
UKR161862,6/5/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161865,6/5/2024,Battles,Armed clash,48.2332,37.529,2,3
UKR162795,6/5/2024,Battles,Armed clash,50.2521,36.8229,2,0
UKR162796,6/5/2024,Battles,Armed clash,49.3142,37.8493,2,0
UKR162797,6/5/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162798,6/5/2024,Battles,Armed clash,49.9808,36.2527,3,42
UKR162801,6/5/2024,Battles,Armed clash,49.7106,37.6152,3,63
UKR162802,6/5/2024,Battles,Armed clash,50.2037,36.4077,2,0
UKR162804,6/5/2024,Battles,Armed clash,49.7162,37.7171,2,0
UKR162805,6/5/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR162806,6/5/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR162807,6/5/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR162811,6/5/2024,Battles,Armed clash,50.2908,36.9411,2,2
UKR163198,6/5/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163451,6/5/2024,Battles,Armed clash,48.9259,38.2467,2,0
UKR163452,6/5/2024,Battles,Armed clash,49.0495,38.2179,2,0
UKR163454,6/5/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163456,6/5/2024,Battles,Armed clash,49.4689,37.9059,2,0
UKR163887,6/5/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163891,6/5/2024,Battles,Armed clash,47.7807,36.6353,2,0
UKR163894,6/5/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR163895,6/5/2024,Battles,Armed clash,47.5514,35.5816,2,0
UKR161821,6/5/2024,Battles,Armed clash,48.2685,37.6398,2,0
UKR161833,6/5/2024,Battles,Armed clash,48.1393,37.4412,2,0
UKR161850,6/5/2024,Battles,Armed clash,48.281,37.1814,3,220
UKR161846,6/5/2024,Battles,Armed clash,48.2042,37.564,2,0
UKR161847,6/5/2024,Battles,Armed clash,48.1966,37.5296,2,0
UKR161857,6/5/2024,Battles,Armed clash,48.1544,37.5653,2,0
UKR161863,6/5/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR161834,6/5/2024,Battles,Armed clash,48.1117,37.4908,2,3
UKR179006,6/5/2024,Battles,Non-state actor overtakes territory,47.9636,37.4383,2,0
UKR179406,6/5/2024,Battles,Armed clash,46.6558,32.6178,3,55
UKR179407,6/5/2024,Battles,Armed clash,46.6558,32.6178,3,17
UKR180101,6/5/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR163453,6/5/2024,Battles,Armed clash,49.4398,37.9069,2,0
UKR161778,6/4/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161780,6/4/2024,Battles,Armed clash,48.4837,37.8688,2,0
UKR161781,6/4/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR161785,6/4/2024,Battles,Armed clash,47.9636,37.4383,2,34
UKR161787,6/4/2024,Battles,Armed clash,48.6419,37.8589,2,2
UKR161788,6/4/2024,Battles,Armed clash,48.5722,37.9174,2,1
UKR161789,6/4/2024,Battles,Armed clash,48.6107,37.8622,2,2
UKR161792,6/4/2024,Battles,Armed clash,47.8659,37.4083,2,34
UKR161793,6/4/2024,Battles,Armed clash,48.006,37.5097,2,34
UKR161796,6/4/2024,Battles,Armed clash,48.2797,37.559,2,3
UKR161801,6/4/2024,Battles,Armed clash,48.6801,37.8802,2,2
UKR161802,6/4/2024,Battles,Armed clash,47.8691,37.4424,2,34
UKR161803,6/4/2024,Battles,Armed clash,47.9163,37.4631,2,34
UKR161804,6/4/2024,Battles,Armed clash,47.7788,37.0753,2,3
UKR161805,6/4/2024,Battles,Armed clash,48.2443,37.4938,2,35
UKR161808,6/4/2024,Battles,Armed clash,47.7528,36.7957,2,0
UKR161811,6/4/2024,Battles,Armed clash,49.0173,37.9613,2,1
UKR161812,6/4/2024,Battles,Armed clash,47.7531,36.8184,2,3
UKR161813,6/4/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR161815,6/4/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161816,6/4/2024,Battles,Armed clash,49.0708,37.9546,2,2
UKR161817,6/4/2024,Battles,Armed clash,48.2332,37.529,2,35
UKR161818,6/4/2024,Battles,Armed clash,48.7007,37.9458,2,2
UKR161819,6/4/2024,Battles,Armed clash,47.7943,36.9905,2,0
UKR162774,6/4/2024,Battles,Armed clash,49.8554,37.9489,2,13
UKR162780,6/4/2024,Battles,Armed clash,49.8406,37.968,2,13
UKR162782,6/4/2024,Battles,Armed clash,49.7162,37.7171,2,14
UKR162783,6/4/2024,Battles,Armed clash,49.3847,36.6548,2,8
UKR162785,6/4/2024,Battles,Armed clash,49.6607,37.8615,2,13
UKR162786,6/4/2024,Battles,Armed clash,49.7634,37.7053,2,14
UKR162787,6/4/2024,Battles,Armed clash,49.9574,37.3315,2,11
UKR162790,6/4/2024,Battles,Armed clash,50.2908,36.9411,2,13
UKR163183,6/4/2024,Battles,Armed clash,46.7467,33.1187,1,0
UKR163443,6/4/2024,Battles,Armed clash,48.9259,38.2467,2,0
UKR163444,6/4/2024,Battles,Armed clash,49.0005,38.1123,2,2
UKR163445,6/4/2024,Battles,Armed clash,49.0495,38.2179,2,0
UKR163446,6/4/2024,Battles,Armed clash,49.2265,37.9863,2,1
UKR163447,6/4/2024,Battles,Armed clash,49.1581,37.9749,2,13
UKR163448,6/4/2024,Battles,Armed clash,49.523,37.953,2,1
UKR163449,6/4/2024,Battles,Armed clash,49.4689,37.9059,2,15
UKR163450,6/4/2024,Battles,Armed clash,49.1003,38.1908,2,0
UKR163879,6/4/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163880,6/4/2024,Battles,Armed clash,47.5242,35.8235,2,0
UKR163882,6/4/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR163883,6/4/2024,Battles,Armed clash,47.5514,35.5816,2,0
UKR161790,6/4/2024,Battles,Armed clash,48.1393,37.4412,2,35
UKR161799,6/4/2024,Battles,Armed clash,48.2436,37.6097,2,34
UKR161795,6/4/2024,Battles,Armed clash,48.3319,37.8358,2,2
UKR161797,6/4/2024,Battles,Armed clash,48.2042,37.564,2,37
UKR161798,6/4/2024,Battles,Armed clash,48.1966,37.5296,2,34
UKR161810,6/4/2024,Battles,Armed clash,48.3934,37.8453,2,1
UKR162776,6/4/2024,Battles,Armed clash,50.2273,36.8451,2,11
UKR162779,6/4/2024,Battles,Armed clash,50.0984,37.3589,2,8
UKR161791,6/4/2024,Battles,Armed clash,48.1117,37.4908,2,0
UKR179005,6/4/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR179404,6/4/2024,Battles,Armed clash,46.6558,32.6178,3,78
UKR161733,6/3/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR161739,6/3/2024,Battles,Armed clash,48.6419,37.8589,2,3
UKR161740,6/3/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR161741,6/3/2024,Battles,Armed clash,48.8138,38.1948,2,0
UKR161742,6/3/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161744,6/3/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161746,6/3/2024,Battles,Armed clash,48.006,37.5097,2,0
UKR161752,6/3/2024,Battles,Armed clash,48.1083,37.5507,2,0
UKR161753,6/3/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161755,6/3/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161759,6/3/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161761,6/3/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161763,6/3/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR161765,6/3/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161767,6/3/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161769,6/3/2024,Battles,Armed clash,47.7531,36.8184,2,10
UKR161771,6/3/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR161772,6/3/2024,Battles,Armed clash,48.096,37.6666,2,0
UKR161773,6/3/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161774,6/3/2024,Battles,Armed clash,48.3294,37.5767,2,0
UKR162756,6/3/2024,Battles,Armed clash,49.8554,37.9489,2,0
UKR162759,6/3/2024,Battles,Armed clash,50.255,36.425,2,0
UKR162766,6/3/2024,Battles,Armed clash,50.2037,36.4077,2,2
UKR162769,6/3/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR162772,6/3/2024,Battles,Armed clash,50.2908,36.9411,2,2
UKR163169,6/3/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163440,6/3/2024,Battles,Armed clash,49.0005,38.1123,2,2
UKR163441,6/3/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163442,6/3/2024,Battles,Armed clash,49.4689,37.9059,2,3
UKR163872,6/3/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163876,6/3/2024,Battles,Armed clash,47.4478,35.837,2,5
UKR163878,6/3/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR161743,6/3/2024,Battles,Armed clash,48.1393,37.4412,2,0
UKR161758,6/3/2024,Battles,Armed clash,48.2436,37.6097,2,3
UKR161760,6/3/2024,Battles,Armed clash,48.1655,37.4517,2,0
UKR161756,6/3/2024,Battles,Armed clash,48.2042,37.564,2,4
UKR161757,6/3/2024,Battles,Armed clash,48.1966,37.5296,2,0
UKR161687,6/2/2024,Battles,Armed clash,48.8177,37.5544,2,0
UKR161688,6/2/2024,Battles,Armed clash,48.1936,37.6405,2,0
UKR161689,6/2/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR161693,6/2/2024,Battles,Armed clash,48.6419,37.8589,2,2
UKR161694,6/2/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR161695,6/2/2024,Battles,Armed clash,48.8138,38.1948,2,0
UKR161696,6/2/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161700,6/2/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161702,6/2/2024,Battles,Armed clash,48.2067,37.7244,2,0
UKR161708,6/2/2024,Battles,Armed clash,48.1083,37.5507,2,179
UKR161709,6/2/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161711,6/2/2024,Battles,Armed clash,47.8538,37.4841,2,0
UKR161712,6/2/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161718,6/2/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161720,6/2/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161721,6/2/2024,Battles,Armed clash,48.2323,37.5523,2,179
UKR161722,6/2/2024,Battles,Armed clash,47.7528,36.7957,2,0
UKR161723,6/2/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161725,6/2/2024,Battles,Armed clash,47.7531,36.8184,2,10
UKR161726,6/2/2024,Battles,Armed clash,48.859,38.1962,2,0
UKR161728,6/2/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161731,6/2/2024,Battles,Armed clash,47.83,36.6237,2,0
UKR162735,6/2/2024,Battles,Armed clash,49.8554,37.9489,2,0
UKR162739,6/2/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162745,6/2/2024,Battles,Armed clash,50.2037,36.4077,2,2
UKR162749,6/2/2024,Battles,Armed clash,50.2405,36.7931,2,117
UKR162752,6/2/2024,Battles,Armed clash,50.2908,36.9411,2,2
UKR163162,6/2/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163437,6/2/2024,Battles,Armed clash,49.0005,38.1123,2,2
UKR163438,6/2/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163439,6/2/2024,Battles,Armed clash,49.4689,37.9059,2,3
UKR163864,6/2/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163867,6/2/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR161697,6/2/2024,Battles,Armed clash,48.1393,37.4412,2,0
UKR161715,6/2/2024,Battles,Armed clash,48.2436,37.6097,2,3
UKR161713,6/2/2024,Battles,Armed clash,48.2042,37.564,2,3
UKR161714,6/2/2024,Battles,Armed clash,48.1966,37.5296,2,0
UKR161724,6/2/2024,Battles,Armed clash,48.1544,37.5653,2,0
UKR161729,6/2/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR179403,6/2/2024,Battles,Armed clash,46.6558,32.6178,3,108
UKR161638,6/1/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161640,6/1/2024,Battles,Armed clash,48.6171,37.8956,2,0
UKR161641,6/1/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR161644,6/1/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR161646,6/1/2024,Battles,Armed clash,48.8138,38.1948,2,0
UKR161648,6/1/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161649,6/1/2024,Battles,Armed clash,48.5333,37.7166,2,24
UKR161651,6/1/2024,Battles,Armed clash,48.2067,37.7244,2,24
UKR161653,6/1/2024,Battles,Armed clash,48.1083,37.5507,2,0
UKR161654,6/1/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161657,6/1/2024,Battles,Armed clash,48.2797,37.559,2,1
UKR161663,6/1/2024,Battles,Armed clash,47.8691,37.4424,2,0
UKR161667,6/1/2024,Battles,Armed clash,48.7545,38.0814,2,1
UKR161668,6/1/2024,Battles,Armed clash,48.1784,37.6297,2,0
UKR161672,6/1/2024,Battles,Armed clash,48.2323,37.5523,2,1
UKR161673,6/1/2024,Battles,Armed clash,48.2247,37.5975,2,1
UKR161674,6/1/2024,Battles,Armed clash,47.7528,36.7957,2,4
UKR161675,6/1/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161676,6/1/2024,Battles,Armed clash,49.0173,37.9613,2,0
UKR161680,6/1/2024,Battles,Armed clash,48.096,37.6666,2,26
UKR161681,6/1/2024,Battles,Armed clash,47.726,37.4014,2,0
UKR161682,6/1/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161684,6/1/2024,Battles,Armed clash,48.2332,37.529,2,1
UKR161686,6/1/2024,Battles,Armed clash,47.83,36.6237,2,0
UKR162716,6/1/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162718,6/1/2024,Battles,Armed clash,50.255,36.425,2,2
UKR162721,6/1/2024,Battles,Armed clash,50.2037,36.4077,2,1
UKR162726,6/1/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR162727,6/1/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR162732,6/1/2024,Battles,Armed clash,50.2908,36.9411,2,1
UKR163147,6/1/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163432,6/1/2024,Battles,Armed clash,49.0005,38.1123,2,2
UKR163434,6/1/2024,Battles,Armed clash,49.1581,37.9749,2,0
UKR163436,6/1/2024,Battles,Armed clash,49.4689,37.9059,2,3
UKR163856,6/1/2024,Battles,Armed clash,47.4951,35.6802,2,0
UKR163861,6/1/2024,Battles,Armed clash,47.4278,35.9898,2,0
UKR161655,6/1/2024,Battles,Armed clash,48.3319,37.8358,2,0
UKR161658,6/1/2024,Battles,Armed clash,48.2042,37.564,2,1
UKR161659,6/1/2024,Battles,Armed clash,48.1966,37.5296,2,1
UKR161678,6/1/2024,Battles,Armed clash,48.1544,37.5653,2,0
UKR161683,6/1/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR179401,6/1/2024,Battles,Armed clash,46.6558,32.6178,3,38
UKR163433,6/1/2024,Battles,Armed clash,49.4398,37.9069,2,0
UKR161593,5/31/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161594,5/31/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR161595,5/31/2024,Battles,Armed clash,48.6171,37.8956,2,0
UKR161596,5/31/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR161597,5/31/2024,Battles,Armed clash,48.9161,37.8541,2,0
UKR161601,5/31/2024,Battles,Armed clash,48.5722,37.9174,2,0
UKR161602,5/31/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161604,5/31/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161605,5/31/2024,Battles,Armed clash,47.8659,37.4083,2,0
UKR161606,5/31/2024,Battles,Armed clash,48.2067,37.7244,2,0
UKR161609,5/31/2024,Battles,Armed clash,48.4684,37.9567,2,0
UKR161613,5/31/2024,Battles,Armed clash,48.1083,37.5507,2,0
UKR161614,5/31/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161615,5/31/2024,Battles,Armed clash,47.6471,37.3491,2,0
UKR161617,5/31/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161621,5/31/2024,Battles,Armed clash,48.2443,37.4938,2,0
UKR161622,5/31/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161624,5/31/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161627,5/31/2024,Battles,Armed clash,49.0969,37.9631,2,0
UKR161628,5/31/2024,Battles,Armed clash,49.0173,37.9613,2,0
UKR161634,5/31/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR161637,5/31/2024,Battles,Armed clash,48.2332,37.529,2,0
UKR162696,5/31/2024,Battles,Armed clash,49.5403,37.8941,2,0
UKR162698,5/31/2024,Battles,Armed clash,49.263,37.8575,2,0
UKR162699,5/31/2024,Battles,Armed clash,50.2033,36.7417,2,0
UKR162702,5/31/2024,Battles,Armed clash,50.2037,36.4077,2,0
UKR162704,5/31/2024,Battles,Armed clash,49.8406,37.968,2,0
UKR162705,5/31/2024,Battles,Armed clash,49.7162,37.7171,2,0
UKR162707,5/31/2024,Battles,Armed clash,50.2405,36.7931,2,0
UKR162708,5/31/2024,Battles,Armed clash,49.6607,37.8615,2,0
UKR162709,5/31/2024,Battles,Armed clash,49.7634,37.7053,2,0
UKR162710,5/31/2024,Battles,Armed clash,50.2908,36.9411,2,0
UKR163128,5/31/2024,Battles,Armed clash,46.7467,33.1187,2,0
UKR163431,5/31/2024,Battles,Armed clash,49.2265,37.9863,2,0
UKR163845,5/31/2024,Battles,Armed clash,47.5325,35.8978,2,0
UKR163849,5/31/2024,Battles,Armed clash,47.4478,35.837,2,0
UKR161603,5/31/2024,Battles,Armed clash,48.1393,37.4412,2,0
UKR161618,5/31/2024,Battles,Armed clash,48.1966,37.5296,2,0
UKR161629,5/31/2024,Battles,Armed clash,48.1544,37.5653,2,0
UKR161635,5/31/2024,Battles,Armed clash,48.1371,37.5452,2,0
UKR161616,5/31/2024,Battles,Armed clash,49.2001,37.871,2,0
UKR161548,5/30/2024,Battles,Armed clash,48.5008,37.968,2,0
UKR161549,5/30/2024,Battles,Armed clash,48.7561,38.2518,2,0
UKR161550,5/30/2024,Battles,Armed clash,48.7329,38.2154,2,0
UKR161551,5/30/2024,Battles,Armed clash,48.5869,37.8324,2,0
UKR161552,5/30/2024,Battles,Armed clash,48.9161,37.8541,2,0
UKR161559,5/30/2024,Battles,Armed clash,47.9636,37.4383,2,0
UKR161561,5/30/2024,Battles,Armed clash,48.6107,37.8622,2,0
UKR161562,5/30/2024,Battles,Armed clash,48.5279,37.9582,2,0
UKR161563,5/30/2024,Battles,Armed clash,47.8659,37.4083,2,0
UKR161564,5/30/2024,Battles,Armed clash,48.006,37.5097,2,0
UKR161566,5/30/2024,Battles,Armed clash,48.4684,37.9567,2,0
UKR161567,5/30/2024,Battles,Armed clash,48.1083,37.5507,2,0
UKR161568,5/30/2024,Battles,Armed clash,48.0595,37.5754,2,0
UKR161570,5/30/2024,Battles,Armed clash,47.8538,37.4841,2,0
UKR161571,5/30/2024,Battles,Armed clash,48.2797,37.559,2,0
UKR161577,5/30/2024,Battles,Armed clash,48.2443,37.4938,2,0
UKR161578,5/30/2024,Battles,Armed clash,48.7545,38.0814,2,0
UKR161579,5/30/2024,Battles,Armed clash,48.9211,38.1276,2,0
UKR161581,5/30/2024,Battles,Armed clash,48.2323,37.5523,2,0
UKR161585,5/30/2024,Battles,Armed clash,47.7531,36.8184,2,0
UKR161587,5/30/2024,Battles,Armed clash,48.096,37.6666,2,0
UKR161588,5/30/2024,Battles,Armed clash,48.8043,38.1474,2,0
UKR162681,5/30/2024,Battles,Armed clash,49.5403,37.8941,2,0
UKR162684,5/30/2024,Battles,Armed clash,49.263,37.8575,2,0
